رقم البند,رمز النظام المتناسق,المستوى,نوع البضاعة,الاسم التجاري,رسم الاستيراد,بدل خدمات الاستيراد,رسم الاستيراد الكلي,الوحدة القياسية
29.18,2918.12.00,-,حمض الطرطريك,حمض طرطريك,20,7,27,وزن
29.18,2918.13.00,-,أملاح وأستريات حمض الطرطريك,طرطرات صوديوم,20,7,27,وزن
29.18,2918.14.00,-,حمض الستريك,حمض ستريك,20,7,27,وزن
29.18,2918.15.00,-,أملاح وأستريات حمض الستريك,سترات صوديوم,20,7,27,وزن
29.18,2918.16.00,-,حمض الغلوكونيك,حمض غلوكونيك,20,7,27,وزن
29.18,2918.17.00,-,حمض البنزيليك,حمض بنزيليك,20,7,27,وزن
29.18,2918.18.00,-,كلورو بنزيلات,كلورو بنزيلات,20,7,27,وزن
29.18,2918.19.00,-,غيرها,أحماض كحولية,56,19,75,وزن
29.18,2918.21.00,-,حمض ساليسيليك,حمض ساليسيليك,20,7,27,وزن
29.18,2918.22.00,-,حمض أورثو أسيتيل ساليسيليك (أسبرين),أسبرين,20,7,27,وزن
29.18,2918.23.00,-,أستريات أخرى لحمض الساليسيليك,سالیسیلات,20,7,27,وزن
29.18,2918.29.00,-,غيرها,أحماض فينولية,56,19,75,وزن
29.18,2918.30.00,-,أحماض كربوكسيلية ذات وظيفة ألدهيدية أو كيتونية,حمض حمض ليفولينيك,20,7,27,وزن
29.18,2918.91.00,-,2،4،5- T,حمض 2،4،5- ثلاثي كلوروفينوكسي خليك,20,7,27,وزن
29.18,2918.99.00,-,غيرها,أحماض أخرى ذات وظيفة أوكسجينية,56,19,75,وزن
29.19,2919.10.00,-,ثلاثي (2،3- ثنائي بروموبروبيل) الفوسفات,ثلاثي (دي بي بي) فوسفات,20,7,27,وزن
29.19,2919.90.00,-,غيرها,فوسفات عضوية,20,7,27,وزن
29.2,2920.11.00,-,باراثيون وباراثيون-ميثيل,باراثيون,20,7,27,وزن
29.2,2920.19.00,-,غيرها,ثيوفوسفات عضوية,20,7,27,وزن
29.2,2920.21.00,-,ثنائي ميثيل الفوسفيت,داي ميثيل فوسفيت,20,7,27,وزن
29.2,2920.22.00,-,ثنائي إيثيل الفوسفيت,داي إيثيل فوسفيت,20,7,27,وزن
29.2,2920.23.00,-,ثلاثي ميثيل الفوسفيت,تري ميثيل فوسفيت,20,7,27,وزن
29.2,2920.24.00,-,ثلاثي إيثيل الفوسفيت,تري إيثيل فوسفيت,20,7,27,وزن
29.2,2920.29.00,-,غيرها,فوسفيتات,56,19,75,وزن
29.2,2920.30.00,-,إندوسلفان,إندوسلفان,20,7,27,وزن
29.2,2920.90.00,-,غيرها,أستريات أخرى,56,19,75,وزن
29.21,2921.11.00,-,ميثيل أمين وثنائي ميثيل أمين وثلاثي ميثيل أمين,ميثيل أمين,20,7,27,وزن
29.21,2921.19.00,-,غيرها,أمينات أحادية لا حلقية,20,7,27,وزن
29.21,2921.21.00,-,إيثيلين ثنائي الأمين وأملاحه,إيثيلين ثنائي أمين,20,7,27,وزن
29.21,2921.22.00,-,سداسي ميثيلين ثنائي الأمين,هيكساميثيلين ثنائي أمين,20,7,27,وزن
29.21,2921.29.00,-,غيرها,أمينات متعددة لا حلقية,56,19,75,وزن
29.21,2921.30.00,-,أمينات حلقية,سيكلوهكسيل أمين,20,7,27,وزن
29.21,2921.41.00,-,أنيلين وأملاحه,أنيلين,20,7,27,وزن
29.21,2921.42.00,-,مشتقات الأنيلين وأملاحها,ميثيل أنيلين,20,7,27,وزن
29.21,2921.43.00,-,تولويدينات ومشتقاتها,تولويدين,20,7,27,وزن
29.21,2921.44.00,-,ثنائي فينيل أمين ومشتقاته,ثنائي فينيل أمين,20,7,27,وزن
29.21,2921.45.00,-,1-نفتيل أمين و2-نفتيل أمين ومشتقاتهما,نفتيل أمين,20,7,27,وزن
29.21,2921.46.00,-,أمفيتامين ومشتقاته (عقاقير مخدرة),أمفيتامين,20,7,27,وزن
29.21,2921.49.00,-,غيرها,أمينات عطرية أحادية,56,19,75,وزن
29.21,2921.51.00,-,فينيلين ثنائي الأمين وثنائي أمينو تولوين,فينيلين ثنائي أمين,20,7,27,وزن
29.21,2921.59.00,-,غيرها,أمينات عطرية متعددة,56,19,75,وزن
29.22,2922.11.00,-,أحادي الإيثانول أمين,مونو إيثانول أمين,20,7,27,وزن
29.22,2922.12.00,-,ثنائي الإيثانول أمين,ثنائي إيثانول أمين,20,7,27,وزن
29.22,2922.14.00,-,ديكستروبروبوكسيفين,ديكستروبروبوكسيفين,20,7,27,وزن
29.22,2922.15.00,-,ثلاثي إيثانول أمين,ثلاثي إيثانول أمين,20,7,27,وزن
29.22,2922.16.00,-,سلفونات مشبعة بفلورو أوكتان ثنائي إيثانول أمونيوم,فلورو أوكتان سلفونات,20,7,27,وزن
29.22,2922.17.00,-,ميثيل ثنائي إيثانول أمين وإيثيل ثنائي إيثانول أمين,ميثيل دي إيثانول أمين,20,7,27,وزن
29.22,2922.19.00,-,غيرها,كحولات أمينية,56,19,75,وزن
29.22,2922.21.00,-,أحماض أمينو هيدروكسي نفتالين سلفونيك,حمض أمينو نفثول سلفونيك,20,7,27,وزن
29.22,2922.29.00,-,غيرها,أمينو نفثولات,56,19,75,وزن
29.22,2922.31.00,-,أمفيرامون وميثادون ونورميثادون,ميثادون,20,7,27,وزن
29.22,2922.39.00,-,غيرها,ألدهيدات أمينية,56,19,75,وزن
29.22,2922.41.00,-,ليسين وأسترياته وأملاحه,ليسين,20,7,27,وزن
29.22,2922.42.00,-,حمض الغلوتاميك وأملاحه,غلوتامات أحادية الصوديوم,20,7,27,وزن
29.22,2922.43.00,-,حمض الأنترانيليك,حمض أنترانيليك,20,7,27,وزن
29.22,2922.44.00,-,تيلدين (عقار مخدر),تيلدين,20,7,27,وزن
29.22,2922.49.00,-,غيرها,أحماض أمينية,56,19,75,وزن
29.22,2922.50.00,-,فينولات-كحولات أمينية (ثريونين),ثريونين,20,7,27,وزن
29.23,2923.10.00,-,كولين وأملاحه,كولين,20,7,27,وزن
29.23,2923.20.00,-,ليسيثين وفوسفو أمينو ليبيدات,ليسيثين,20,7,27,وزن
29.23,2923.30.00,-,رباعي إيثيل الأمونيوم سلفونات,رباعي إيثيل أمونيوم,20,7,27,وزن
29.23,2923.40.00,-,ثنائي ديسيل ثنائي ميثيل الأمونيوم سلفونات,ثنائي ديسيل ثنائي ميثيل أمونيوم,20,7,27,وزن
29.23,2923.90.00,-,غيرها,أملاح الأمونيوم الرباعية,56,19,75,وزن
29.24,2924.11.00,-,ميبروبامات (عقار مخدر),ميبروبامات,20,7,27,وزن
29.24,2924.12.00,-,فلوروأسيتاميد ومونوكروتوفوس وفوسفاميدون,فلوروأسيتاميد,20,7,27,وزن
29.24,2924.19.00,-,غيرها,أميدات لا حلقية,20,7,27,وزن
29.24,2924.21.00,-,يوريا ومشتقاتها,يوريا,20,7,27,وزن
29.24,2924.23.00,-,2-أسيتاميدوبنزويك (حمض إن-أسيتيل أنترانيليك),حمض إن-أسيتيل أنترانيليك,20,7,27,وزن
29.24,2924.24.00,-,إيثينامات (عقار مخدر),إيثينامات,20,7,27,وزن
29.24,2924.25.00,-,آلالكلور,آلالكلور,20,7,27,وزن
29.24,2924.29.00,-,غيرها,أميدات حلقية,20,7,27,وزن
29.25,2925.11.00,-,سكارين وأملاحه,سكارين,20,7,27,وزن
29.25,2925.12.00,-,غلوتيثيميد (عقار مخدر),غلوتيثيميد,20,7,27,وزن
29.25,2925.19.00,-,غيرها,إيميدات,20,7,27,وزن
29.25,2925.21.00,-,كلور ثنائي الفورم,كلورديميفورم,20,7,27,وزن
29.25,2925.29.00,-,غيرها,إمينات,20,7,27,وزن
29.26,2926.10.00,-,أكريلونيتريل,أكريلونيتريل,20,7,27,وزن
29.26,2926.20.00,-,سيانوغوانيدين (ثنائي السيان ثنائي الأميد),دي سياندياميد,20,7,27,وزن
29.26,2926.30.00,-,فنتروبوركس وميثادون,فنتروبوركس,20,7,27,وزن
29.26,2926.40.00,-,ألفا فينيل أسيتو أسيتو نتريل,ألفا فينيل أسيتو أسيتو نتريل,20,7,27,وزن
29.26,2926.90.00,-,غيرها,مركبات نيتريل,56,19,75,وزن
29.27,2927.00.00,-,مركبات دايازو وآزو وأزوكسي,مركبات آزو,20,7,27,وزن
29.28,2928.00.00,-,مشتقات عضوية من الهيدرازين أو الهيدروكسيل أمين,هيدرازونات,20,7,27,وزن
29.29,2929.10.00,-,إيزوسيانات,إيزوسيانات,20,7,27,وزن
29.29,2929.90.00,-,غيرها,مركبات ذات وظيفة نيتروجينية أخرى,20,7,27,وزن
29.3,2930.10.00,-,إيثانيثيول,إيثانيثيول,20,7,27,وزن
29.3,2930.20.00,-,ثيو كربامات وثنائي ثيو كربامات,ثيو كربامات,20,7,27,وزن
29.3,2930.30.00,-,أحادي أو ثنائي أو ثلاثي كبريتيدات الثيورام,ثيورام,20,7,27,وزن
29.3,2930.40.00,-,ميثيونين,ميثيونين,20,7,27,وزن
29.3,2930.50.00,-,كابتافول وميتاميدوفوس,ميتاميدوفوس,20,7,27,وزن
29.3,2930.70.00,-,بيس (2-هيدروكسي إيثيل) سلفيد,ثيوديغليكول,20,7,27,وزن
29.3,2930.80.00,-,الديكارب وكابتافول وميتاميدوفوس,ديكارب,20,7,27,وزن
29.3,2930.90.00,-,غيرها,مركبات الكبريت العضوية,56,19,75,وزن
29.31,2931.10.00,-,رباعي ميثيل الرصاص ورباعي إيثيل الرصاص,رباعي إيثيل رصاص,20,7,27,وزن
29.31,2931.20.00,-,مركبات ثلاثي بوتيل القصدير,أكسيد ثلاثي بوتيل قصدير,20,7,27,وزن
29.31,2931.41.00,-,ثنائي ميثيل ميثيل فوسفونيت,داي ميثيل ميثيل فوسفونيت,20,7,27,وزن
29.31,2931.42.00,-,ثنائي ميثيل بروبيل فوسفونيت,داي ميثيل بروبيل فوسفونيت,20,7,27,وزن
29.31,2931.43.00,-,ثنائي إيثيل إيثيل فوسفونيت,داي إيثيل إيثيل فوسفونيت,20,7,27,وزن
29.31,2931.44.00,-,حمض ميثيل فوسفونيك,حمض ميثيل فوسفونيك,20,7,27,وزن
29.31,2931.45.00,-,ملح (حمض) ميثيل فوسفونيك (1:1) مع (أمينو إيمينو ميثيل) اليوريا,ملح فوسفونيك,20,7,27,وزن
29.31,2931.49.00,-,غيرها,مشتقات فوسفورية غير مهلجنة,20,7,27,وزن
29.31,2931.51.00,-,ثنائي كلوريد فوسفونيك الميثيل,ثنائي كلوريد ميثيل فوسفونيك,20,7,27,وزن
29.31,2931.52.00,-,ثنائي كلوريد فوسفونيك البروبيل,ثنائي كلوريد بروبيل فوسفونيك,20,7,27,وزن
29.31,2931.53.00,-,فوسفونوثيونات الميثيل O- (3-كلوروبروبيل) O-[4-نيترو-3-(ثلاثي فلوروميثيل) فينيل],مركب فوسفور عضوي مهلجن,20,7,27,وزن
29.31,2931.54.00,-,ثلاثي كلوروفون,كلوروفوس,20,7,27,وزن
29.31,2931.59.00,-,غيرها,مشتقات فوسفورية مهلجنة,56,19,75,وزن
29.31,2931.90.00,-,غيرها,مركبات عضوية-غير عضوية أخرى,56,19,75,وزن
29.32,2932.11.00,-,تتراهيدروفوران,تي إتش إف,20,7,27,وزن
29.32,2932.12.00,-,2-فورالدهيد (فورفورال),فورفورال,20,7,27,وزن
29.32,2932.13.00,-,كحول الفورفوريل,فورفوريل,20,7,27,وزن
29.32,2932.14.00,-,سكرالوز,سكرالوز,56,19,75,وزن
29.32,2932.19.00,-,غيرها,مركبات حلقة فوران,56,19,75,وزن
29.32,2932.20.00,-,لاكتونات,بروبيو لاكتون,20,7,27,وزن
29.32,2932.91.00,-,أيزو سافرول,أيزو سافرول,20,7,27,وزن
29.32,2932.93.00,-,بيبيرونال,بيبيرونال,20,7,27,وزن
29.32,2932.94.00,-,سافرول,سافرول,20,7,27,وزن
29.32,2932.95.00,-,رباعي هيدرو كانابينول (THC),تي إتش سي,20,7,27,وزن
29.32,2932.96.00,-,كربوفوران,كربوفوران,20,7,27,وزن
29.32,2932.99.10,-,كبريتات غلوكوزامين,غلوكوزامين سلفات,20,7,27,وزن
29.32,2932.99.90,-,غيرها,مركبات حلقية غير متجانسة مع أوكسجين,56,19,75,وزن
29.33,2933.11.00,-,فينازون ومشتقاته,فينازون,20,7,27,وزن
29.33,2933.19.00,-,غيرها,مركبات بيرازول,20,7,27,وزن
29.33,2933.21.00,-,هيدانتوين ومشتقاته,هيدانتوين,20,7,27,وزن
29.33,2933.29.00,-,غيرها,مركبات إيميدازول,20,7,27,وزن
29.33,2933.31.00,-,بيريدين وأملاحه,بيريدين,20,7,27,وزن
29.33,2933.32.00,-,بيبيريدين وأملاحه,بيبيريدين,20,7,27,وزن
29.33,2933.33.00,-,ألفينتانيل وفينتانيل ومشتقاتهما (عقاقير مخدرة),فينتانيل,20,7,27,وزن
29.33,2933.34.00,-,فينتانيل آخر ومشتقاته,فينتانيل,20,7,27,وزن
29.33,2933.35.00,-,كينوكليدين-3-أول,كينوكليدينول,20,7,27,وزن
29.33,2933.36.00,-,إن-فينيتيل-4-بيبيريدينون (ANPP),ANPP,20,7,27,وزن
29.33,2933.37.00,-,4-فينيتيل-إن-بيبيريدين (NPP),NPP,20,7,27,وزن
29.33,2933.39.00,-,غيرها,مركبات بيريدين,56,19,75,وزن
29.33,2933.41.00,-,ليفورفانول وأملاحه,ليفورفانول,20,7,27,وزن
29.33,2933.49.00,-,غيرها,مركبات كينولين,20,7,27,وزن
29.33,2933.52.00,-,مالونيل يوريا (حمض الباربيتوريك) ومشتقاته,باربيتوريك,20,7,27,وزن
29.33,2933.53.00,-,ألوباربيتال وأموباربيتال وباربيتال,باربيتورات,20,7,27,وزن
29.33,2933.54.00,-,مشتقات أخرى من المالونيل يوريا,باربيتورات أخرى,20,7,27,وزن
29.33,2933.55.00,-,لوبيرازولام ومكلوكوالون وميثاكوالون,ميثاكوالون,20,7,27,وزن
29.33,2933.59.00,-,غيرها,مركبات بيريميدين,56,19,75,وزن
29.33,2933.61.00,-,ميلامين,ميلامين,20,7,27,وزن
29.33,2933.69.00,-,غيرها,مركبات تريازين,20,7,27,وزن
29.33,2933.71.00,-,6-هيكسانولاكتام (إبسيلون-كابرولاكتام),كابرولاكتام,20,7,27,وزن
29.33,2933.72.00,-,كلوبازام وميثيبريلون,كلوبازام,20,7,27,وزن
29.33,2933.79.00,-,لاكتامات أخرى,لاكتامات,20,7,27,وزن
29.33,2933.91.00,-,ألبرازولام وكلورديازيبوكسيد وديازيبام,ديازيبام,20,7,27,وزن
29.33,2933.92.00,-,أزينفوس-ميثيل,أزينفوس-ميثيل,20,7,27,وزن
29.33,2933.99.00,-,غيرها,مركبات حلقية غير متجانسة مع نيتروجين,56,19,75,وزن
29.34,2934.10.00,-,مركبات ثيازول,ثيازول,20,7,27,وزن
29.34,2934.20.00,-,مركبات بنزوثيازول,بنزوثيازول,20,7,27,وزن
29.34,2934.30.00,-,مركبات فينوثيازين,فينوثيازين,20,7,27,وزن
29.34,2934.91.00,-,أمينوريكس وبروتيزولام وفينميتارازين (عقاقير مخدرة),فينميتارازين,20,7,27,وزن
29.34,2934.92.00,-,فينتانيلات أخرى ومشتقاتها,فينتانيل,20,7,27,وزن
29.34,2934.99.10,-,أسيسلفام البوتاسيوم للصناعة,أسيسلفام,56,19,75,وزن
29.34,2934.99.90,-,غيرها,مركبات حلقية غير متجانسة أخرى,56,19,75,وزن
29.35,2935.10.00,-,إن-ميثيل مشبعة بفلورو أوكتان سلفون أميد,بيرفلورو أوكتان سلفوناميد,20,7,27,وزن
29.35,2935.20.00,-,إن-إيثيل مشبعة بفلورو أوكتان سلفون أميد,إيثيل بيرفلورو أوكتان سلفوناميد,20,7,27,وزن
29.35,2935.30.00,-,إن-إيثيل-إن-(2-هيدروكسي إيثيل) مشبعة بفلورو أوكتان سلفون أميد,مركب فلورو سلفوناميد,20,7,27,وزن
29.35,2935.40.00,-,إن-(2-هيدروكسي إيثيل)-إن-ميثيل مشبعة بفلورو أوكتان سلفون أميد,مركب فلورو سلفوناميد,20,7,27,وزن
29.35,2935.50.00,-,بروفلورو أوكتان سلفون أميدات أخرى,سلفوناميدات فلورية,20,7,27,وزن
29.35,2935.90.00,-,غيرها,سلفوناميدات,56,19,75,وزن
29.36,2936.21.00,-,فيتامين A ومشتقاته,فيتامين A,375,125,500,وزن
29.36,2936.22.00,-,فيتامين B1 ومشتقاته,فيتامين B1,375,125,500,وزن
29.36,2936.23.00,-,فيتامين B2 ومشتقاته,فيتامين B2,375,125,500,وزن
29.36,2936.24.00,-,حمض D أو DL- بنتوتينيك (فيتامين B5),فيتامين B5,375,125,500,وزن
29.36,2936.25.00,-,فيتامين B6 ومشتقاته,فيتامين B6,375,125,500,وزن
29.36,2936.26.00,-,فيتامين B12 ومشتقاته,فيتامين B12,375,125,500,وزن
29.36,2936.27.00,-,فيتامين C ومشتقاته,فيتامين C,375,125,500,وزن
29.36,2936.28.00,-,فيتامين E ومشتقاته,فيتامين E,375,125,500,وزن
29.36,2936.29.00,-,فيتامينات أخرى ومشتقاتها,فيتامينات أخرى,375,125,500,وزن
29.36,2936.90.00,-,غيرها,بروفيتامينات,375,125,500,وزن
29.37,2937.11.00,-,هرمون النمو (سوماتوتروبين),سوماتوتروبين,375,125,500,وزن
29.37,2937.12.00,-,إنسولين وأملاحه,إنسولين,375,125,500,وزن
29.37,2937.19.00,-,غيرها,هرمونات ببتيدية,375,125,500,وزن
29.37,2937.21.00,-,كورتيزون وهيدروكورتيزون وبريدنيزون,كورتيزون,375,125,500,وزن
